# Backend low-risk and deferred serial dispositions — 2026-09-22

Candidate: `port/inferno-selective-upstream-20260922`; protected baseline remains `7d3a6099bfa5d14d95253de7ac1864a9b330040e`.

Columns: upstream source SHA | candidate commit SHA | disposition | affected paths | evidence
source_sha	candidate_sha	disposition	affected_paths	evidence
e9e3c46cb76f564554357507102caf44cc79857d		SKIP (already represented)	backend/dev-docs/upstream-error-proxy-attribution.md;backend/internal/service/antigravity_gateway_claude.go;backend/internal/service/antigravity_gateway_compat.go;backend/internal/service/antigravity_gateway_gemini.go;backend/internal/service/antigravity_gateway_retry.go;backend/internal/service/antigravity_gateway_streaming.go;backend/internal/service/gateway_anthropic_passthrough.go;backend/internal/service/gateway_bedrock.go;backend/internal/service/gateway_count_tokens.go;backend/internal/service/gateway_forward.go;backend/internal/service/gateway_forward_as_chat_completions.go;backend/internal/service/gateway_forward_as_responses.go;backend/internal/service/gateway_upstream_response.go;backend/internal/service/gemini_chat_completions_compat_service.go;backend/internal/service/gemini_messages_compat_service.go;backend/internal/service/grok_credential_failure.go;backend/internal/service/grok_credential_failure_test.go;backend/internal/service/grok_media.go;backend/internal/service/openai_embeddings.go;backend/internal/service/openai_first_output_timeout.go;backend/internal/service/openai_gateway_cc_pipeline.go;backend/internal/service/openai_gateway_chat_completions.go;backend/internal/service/openai_gateway_chat_completions_anthropic_native.go;backend/internal/service/openai_gateway_count_tokens.go;backend/internal/service/openai_gateway_forward.go;backend/internal/service/openai_gateway_grok.go;backend/internal/service/openai_gateway_grok_chat_bridge.go;backend/internal/service/openai_gateway_messages.go;backend/internal/service/openai_gateway_messages_anthropic_native.go;backend/internal/service/openai_gateway_passthrough.go;backend/internal/service/openai_gateway_responses_anthropic_native.go;backend/internal/service/openai_gateway_service.go;backend/internal/service/openai_gateway_upstream_errors.go;backend/internal/service/openai_gateway_usage_integrity.go;backend/internal/service/openai_images.go;backend/internal/service/openai_images_responses.go;backend/internal/service/openai_silent_refusal.go;backend/internal/service/openai_upstream_transport_error.go;backend/internal/service/openai_upstream_transport_error_handle_test.go;backend/internal/service/openai_ws_fallback_test.go;backend/internal/service/ops_queue_sanitize_test.go;backend/internal/service/ops_repo_mock_test.go;backend/internal/service/ops_service.go;backend/internal/service/ops_upstream_context.go;backend/internal/service/ops_upstream_context_test.go	Proxy attribution, queue bounds, timeout attribution, and raw-stream handling are already represented by candidate `23347a851`; focused service/ops tests and go vet pass.
4c1f920d58d6f8b0e2421a42b76f2661fafe4a61		SKIP (already represented)	backend/dev-docs/upstream-error-proxy-attribution.md;backend/internal/service/gateway_upstream_transport_error.go;backend/internal/service/gateway_upstream_transport_error_test.go;backend/internal/service/openai_compact_fallback.go;backend/internal/service/openai_compact_fallback_test.go;backend/internal/service/openai_first_output_timeout.go;backend/internal/service/openai_first_output_timeout_test.go;backend/internal/service/openai_gateway_chat_completions_raw_test.go;backend/internal/service/openai_gateway_forward.go;backend/internal/service/openai_gateway_response_handling.go;backend/internal/service/openai_gateway_service.go;backend/internal/service/openai_raw_stream_truncation.go;backend/internal/service/openai_ws_fallback_test.go;backend/internal/service/openai_ws_v2_passthrough_adapter.go;backend/internal/service/ops_queue_sanitize_test.go;backend/internal/service/ops_service.go;backend/internal/service/ops_upstream_context.go;backend/internal/service/ops_upstream_context_test.go	Timeout attribution, compact fallback, raw-stream truncation, and upstream transport handling are already represented by candidate `23347a851`; focused service/ops tests and go vet pass.
c4e6dcfd80abe36e98718c95b98f17e4ba2737df		SKIP (already represented)	backend/ent/group.go;backend/ent/group/group.go;backend/ent/group_create.go;backend/ent/group_update.go;backend/ent/migrate/schema.go;backend/ent/mutation.go;backend/ent/runtime/runtime.go;backend/ent/schema/group.go;backend/internal/domain/codex_models_manifest_config.go;backend/internal/handler/admin/group_handler.go;backend/internal/handler/dto/group_mapper_codex_manifest_test.go;backend/internal/handler/dto/mappers.go;backend/internal/handler/dto/types.go;backend/internal/handler/openai_codex_models_handler.go;backend/internal/handler/openai_codex_models_handler_test.go;backend/internal/repository/api_key_repo.go;backend/internal/repository/api_key_repo_codex_manifest_projection_integration_test.go;backend/internal/repository/fixtures_integration_test.go;backend/internal/repository/group_repo.go;backend/internal/service/admin_group.go;backend/internal/service/admin_group_duplicate.go;backend/internal/service/admin_service.go;backend/internal/service/admin_service_group_test.go;backend/internal/service/api_key_auth_cache.go;backend/internal/service/api_key_auth_cache_codex_manifest_test.go;backend/internal/service/api_key_auth_cache_impl.go;backend/internal/service/api_key_auth_cache_openai_fast_test.go;backend/internal/service/api_key_auth_cache_profit_test.go;backend/internal/service/group.go;backend/internal/service/group_codex_models_manifest.go;backend/internal/service/openai_codex_models_pinned.go;backend/internal/service/openai_codex_models_pinned_test.go;backend/internal/service/openai_codex_models_service.go;backend/internal/service/openai_codex_models_service_test.go;backend/migrations/234_group_codex_models_manifest_config.sql;frontend/src/components/admin/group/CodexManifestAccountsField.vue;frontend/src/components/admin/group/__tests__/CodexManifestAccountsField.spec.ts;frontend/src/i18n/locales/en/admin/overview.ts;frontend/src/i18n/locales/zh/admin/overview.ts;frontend/src/types/index.ts;frontend/src/views/admin/GroupsView.vue	Pinned-manifest payload is already represented by candidate c0d48976e; the omitted source migration is present from f185d110c with identical SHA 137a9424ef6dcc35f4cdc1b535a2066090f2a22c. Non-migration payload and candidate stable patch IDs match at 7fde638ee43dced7f625b9eee09eb3bfb51659c1; focused Codex manifest/group/repository tests and diff checks pass.
eba6ea563991d62d6742d5c1ae1ae8514b708e35		SKIP (already represented)	backend/internal/service/openai_codex_models_service.go;backend/internal/service/openai_codex_model_metadata_test.go	Search capability logic and both regression tests are already present; candidate source record 93b885c64 tracks c7538cd2. Metadata test blob is identical at 558c621ce5db4c16f61380af142797fe9af6acf0; focused Codex/search, handler, repository tests, and diff checks pass. Later Astra/Ultrafast edits remain intact.
de27905e88aa291acd2a292e2b439bce3de0f118		DEFER (serial hand-merge audit)	backend/internal/handler/admin/account_handler.go;backend/internal/handler/dto/mappers.go;backend/internal/handler/dto/types.go;backend/internal/repository/migrations_runner.go;backend/internal/repository/usage_log_repo_insert.go;backend/internal/repository/usage_log_repo_insert_shape_unit_test.go;backend/internal/repository/usage_log_repo_query.go;backend/internal/repository/usage_log_repo_request_type_test.go;backend/internal/service/antigravity_gateway_claude.go;backend/internal/service/antigravity_gateway_compat.go;backend/internal/service/antigravity_gateway_gemini.go;backend/internal/service/gateway_anthropic_passthrough.go;backend/internal/service/gateway_bedrock.go;backend/internal/service/gateway_forward.go;backend/internal/service/gateway_forward_as_chat_completions.go;backend/internal/service/gateway_forward_as_responses.go;backend/internal/service/gateway_service.go;backend/internal/service/gateway_upstream_response.go;backend/internal/service/gateway_usage_billing.go;backend/internal/service/gemini_chat_completions_compat_service.go;backend/internal/service/gemini_messages_compat_service.go;backend/internal/service/grok_audio.go;backend/internal/service/grok_media.go;backend/internal/service/openai_alpha_search.go;backend/internal/service/openai_embeddings.go;backend/internal/service/openai_gateway_chat_completions.go;backend/internal/service/openai_gateway_chat_completions_anthropic_native.go;backend/internal/service/openai_gateway_chat_completions_raw.go;backend/internal/service/openai_gateway_forward.go;backend/internal/service/openai_gateway_grok.go;backend/internal/service/openai_gateway_messages.go;backend/internal/service/openai_gateway_messages_anthropic_native.go;backend/internal/service/openai_gateway_messages_chat_fallback.go;backend/internal/service/openai_gateway_passthrough.go;backend/internal/service/openai_gateway_responses_anthropic_native.go;backend/internal/service/openai_gateway_responses_chat_fallback.go;backend/internal/service/openai_gateway_service.go;backend/internal/service/openai_gateway_usage.go;backend/internal/service/openai_images.go;backend/internal/service/openai_images_responses.go;backend/internal/service/upstream_request_id.go;backend/internal/service/upstream_request_id_test.go;backend/internal/service/usage_log.go;backend/migrations/232_add_usage_log_upstream_request_id.sql;backend/migrations/233_add_usage_log_upstream_request_id_index_notx.sql;frontend/src/components/account/CreateAccountModal.vue;frontend/src/components/account/EditAccountModal.vue;frontend/src/components/account/UpstreamRequestIdHeaderField.vue;frontend/src/components/account/__tests__/CreateAccountModal.spec.ts;frontend/src/components/account/__tests__/EditAccountModal.spec.ts;frontend/src/components/account/__tests__/UpstreamRequestIdHeaderField.spec.ts;frontend/src/components/admin/usage/UsageTable.vue;frontend/src/components/admin/usage/__tests__/UsageTable.spec.ts;frontend/src/components/common/HelpTooltip.vue;frontend/src/components/common/__tests__/HelpTooltip.spec.ts;frontend/src/i18n/locales/en/admin/accounts.ts;frontend/src/i18n/locales/en/admin/resources.ts;frontend/src/i18n/locales/zh/admin/accounts.ts;frontend/src/i18n/locales/zh/admin/resources.ts;frontend/src/views/admin/UsageView.vue;frontend/src/views/admin/__tests__/UsageView.spec.ts	Broad usage-log/upstream-header feature is not a safe cherry-pick: candidate carries migration 232/233 but lacks the upstream request-ID module and 62-file wiring, while its usage/gateway request-ID plumbing is custom. Reconcile as one schema+backend+admin-UI lane with migration/runtime verification; no partial feature promoted.
708b85a6a4b853f6db3c488c0c84701edf1e7929		DEFER (depends on deferred request-ID lane)	backend/internal/service/admin_account.go;backend/internal/service/antigravity_gateway_upstream.go;backend/internal/service/upstream_request_id.go;frontend/src/components/account/CreateAccountModal.vue	Isolated cherry-pick conflicted because candidate intentionally has no upstream_request_id.go; source depends on de27905e8 and changes account validation, Antigravity usage headers, UTF-8 truncation, and modal reset. Aborted without edits; integrate only after the parent request-ID lane is designed and tested.
32bf3d0f33c39e2ca8a9ca5816daccf620dc3e92	d4d38f0eb66f9439cf1b01dec6d7f61c8083f11c	TAKE (comment/default clarification)	backend/internal/service/setting_parse.go	The default already evaluates to true; this changes only the misleading comment. Focused Grok/setting service tests, go vet ./internal/service, and git diff --check passed.
c7343d2aa26274fda4d95646ba7315c5f59f4e49		SKIP (already represented)	backend/internal/service/channel_monitor_checker.go;backend/internal/service/channel_monitor_checker_body_test.go	Equivalent candidate commit 89e2c95ca3ae2c687aa03620b16ddd9c10696eb has identical patch ID. `TestGeminiMonitorBodyIncludesExplicitUserRole` passed; no new monitor code required.
7a70de401c01ffdd8c58357451d772f757d4ec2b	a5cd2f2ac0e81bafa6e3427f23da7ccf9a7b8bf0;230e770e9c2d04b13b6dace8a12dd6e2ff7f4de3	TAKE (serial payment-safety lane)	backend/internal/handler/admin/redeem_handler.go;backend/internal/service/payment_fulfillment.go;backend/internal/service/payment_fulfillment_test.go;backend/internal/service/redeem_service.go;backend/internal/service/redeem_admin_fulfillment_test.go	Trusted payment/admin fulfillment now bypasses only the public redeem failure counter; payment code validation fails closed on lookup, code, type, amount, status, or user mismatch. Source tests were adapted only from the upstream 20-attempt symbol to the candidate's existing redeemMaxFailedAttempts=30. Focused service/admin tests passed, go vet ./internal/service ./internal/handler/admin passed, and diff checks passed.
620eb3fd006918772882dbe57e62702a2cdfd663		SKIP (already represented)	backend/internal/service/openai_gateway_cc_pipeline.go;backend/internal/service/openai_gateway_forward.go;backend/internal/service/openai_gateway_passthrough.go;backend/internal/service/openai_opencode_session.go;backend/internal/service/openai_opencode_session_test.go	OpenCode session forwarding is already present via candidate b2906435e; the source and candidate blobs for openai_opencode_session.go and its test are identical. Existing OpenCode trust-boundary/forwarding tests cover the behavior.
95023e7d49cde9f740a4875b3c5d2582ea230628	fe774370978e0609409bdfcc71d9e66df470bf76	TAKE (backup/migration serialization)	backend/cmd/server/wire_gen.go;backend/internal/repository/backup_pg_dumper.go;backend/internal/repository/backup_pg_dumper_test.go	Promoted cleanly. Holds the migrations advisory lock through streaming pg_dump/psql lifecycle and discards ambiguous SQL sessions. Focused PgDumper/backup/migration-lock tests passed; go vet ./internal/repository ./cmd/server and git diff --check passed.
7ae0312091520ce46aea4fe0016f57e14c17d730	682abb5c23303fe197c45c0f4b95cef608a71748	TAKE (Claude thinking-binding beta)	backend/internal/pkg/claude/constants.go;backend/internal/service/gateway_context_management_test.go;backend/internal/service/gateway_request.go	Adds the thinking-binding-controls beta to Claude Code mimicry and strips thinking.block_binding when the final beta header lacks it, preserving the field when present. Focused sanitizer/beta/context-management tests passed; go vet ./internal/service ./internal/pkg/claude and git diff --check passed.
2e31d8b702aa4d27e2c71e3066d7c6c612ae2025	9c955035e2f4e560bdd5b416419a23d2b80f15a2	TAKE (Codex allowed_tools preservation)	backend/internal/service/openai_codex_tool_names.go;backend/internal/service/openai_codex_transform.go;backend/internal/service/openai_codex_transform_test.go	Clean isolated cherry-pick. Preserves allowed_tools selection constraints and rewrites referenced function names without falling back to auto. Focused Codex/tool-choice tests, go vet ./internal/service, and git diff --check passed.
2db78bd3d68f58968d73b664c289c79ebee71aee		HAND-MERGE/DEFER (Codex Astra Ultra metadata)	backend/internal/service/openai_codex_model_metadata.go;backend/internal/service/openai_codex_model_metadata_test.go;backend/internal/service/openai_codex_models_service.go;backend/internal/service/openai_codex_models_service_test.go	Isolated cherry-pick conflicts in the candidate's custom Codex metadata and model-manifest tests. Do not overwrite the candidate catalog; requires a separate contract review against the existing Astra/ultrafast metadata before any adaptation.
6aabbdf547d305bc3d22acfa5529e47087b12892	1ad15e41d1b72c05b2a617f43a85da3a7c3da2d3	TAKE (stream failure diagnostics)	backend/internal/service/openai_capacity_shed_test.go;backend/internal/service/openai_gateway_passthrough.go;backend/internal/service/openai_gateway_response_handling.go	Clean isolated cherry-pick. Records response.failed after semantic output for native and passthrough SSE without enabling replay/failover. Focused dual-path regression test, go vet ./internal/service, and git diff --check passed.
df8eceba0c150436835f1b02b74b397df81205ac	b5dbb2ee9f7e99b3187dedaa8dc308de27f19f2a	TAKE (Codex agent-message bridge)	backend/internal/pkg/apicompat/chatcompletions_responses_bridge.go;backend/internal/pkg/apicompat/chatcompletions_responses_bridge_agent_message_test.go	Clean isolated cherry-pick. Converts textual Codex agent_message items into ordered user messages and skips media-only entries. Focused bridge tests, go vet ./internal/pkg/apicompat, and git diff --check passed.
f88d62ad282bd6dceffa93924e81543cf481c9ff		HAND-MERGE/DEFER (live account model picker)	backend/internal/handler/admin/account_handler.go;backend/internal/service/account_test_service.go;backend/internal/service/openai_models_list.go;backend/internal/service/wire.go	Isolated cherry-pick conflicts because the candidate intentionally deleted/replaced openai_models_list.go with its custom catalog/sync path. Do not restore the deleted upstream file; requires an adaptation against the candidate's SyncUpstreamModelCatalog flow.
